rgiid,period,area,dmdtda,err_dmdtda,reg,is_cor,RGIId,Area,Zmin,Zmax,Zmed,Slope,Aspect,Lmax,CenLon,CenLat,northness,eastness
RGI60-11.00134,2000-01-01_2020-01-01,32000.0,-0.6142,0.5794,11,False,RGI60-11.00134,0.032,2644,2754,2697,31.3,7,168,13.2494,47.0889,0.992546151641322,0.12186934340514748
RGI60-11.00135,2000-01-01_2020-01-01,8271000.0,-0.7753,0.1484,11,False,RGI60-11.00135,8.271,2158,3576,3074,18.1,66,5350,12.3829,47.1066,0.4067366430758002,0.9135454576426009
RGI60-11.00136,2000-01-01_2020-01-01,95000.0,-0.3385,0.3189,11,False,RGI60-11.00136,0.095,2684,2918,2797,32.1,86,404,12.1168,47.124,0.06975647374412523,0.9975640502598242
RGI60-11.00137,2000-01-01_2020-01-01,13000.0,-0.5963718926974675,0.4007490312965724,11,True,RGI60-11.00137,0.013,3008,3120,3073,30.7,202,182,12.2417,47.121,-0.9271838545667874,-0.374606593415912
RGI60-11.00138,2000-01-01_2020-01-01,28000.0,-0.5391,0.5003,11,False,RGI60-11.00138,0.028,2515,2614,2572,19.2,38,320,12.812,47.1024,0.7880107536067219,0.6156614753256583
RGI60-11.00139,2000-01-01_2020-01-01,51000.0,-0.314,0.3594,11,False,RGI60-11.00139,0.051,2835,3103,2919,34.3,182,329,12.2435,47.1194,-0.9993908270190958,-0.0348994967025009
RGI60-11.00140,2000-01-01_2020-01-01,108000.0,-0.3074,0.3175,11,False,RGI60-11.00140,0.108,2675,2857,2750,28.3,62,357,12.1195,47.1201,0.46947156278589086,0.8829475928589269
RGI60-11.00141,2000-01-01_2020-01-01,4240000.0,-1.0613,0.1869,11,False,RGI60-11.00141,4.24,2214,3119,2720,17.5,14,3750,12.2779,47.1025,0.9702957262759965,0.24192189559966773
RGI60-11.00142,2000-01-01_2020-01-01,69000.0,-0.6794,0.4318,11,False,RGI60-11.00142,0.069,2618,2721,2673,19.7,83,336,13.2501,47.0844,0.12186934340514749,0.992546151641322
RGI60-11.00143,2000-01-01_2020-01-01,128000.0,-0.565,0.3367,11,False,RGI60-11.00143,0.128,2576,2815,2677,28.2,335,479,13.2444,47.0836,0.90630778703665,-0.4226182617406992
RGI60-11.00144,2000-01-01_2020-01-01,16000.0,-0.5963718926974675,0.4007490312965724,11,True,RGI60-11.00144,0.016,2936,3018,2969,35.2,228,112,12.2489,47.1176,-0.6691306063588581,-0.7431448254773944
RGI60-11.00145,2000-01-01_2020-01-01,11000.0,-0.086,0.4841,11,False,RGI60-11.00145,0.011,2667,2727,2712,27.3,356,135,12.8106,47.0993,0.9975640502598242,-0.06975647374412564
RGI60-11.00146,2000-01-01_2020-01-01,157000.0,-0.9842,0.3954,11,False,RGI60-11.00146,0.157,2557,2832,2666,19.4,298,802,12.7979,47.0982,0.4694715627858904,-0.8829475928589271
RGI60-11.00147,2000-01-01_2020-01-01,40000.0,-0.472,0.411,11,False,RGI60-11.00147,0.04,2896,3015,2948,32.8,221,202,12.2517,47.1152,-0.7547095802227721,-0.656059028990507
RGI60-11.00148,2000-01-01_2020-01-01,14000.0,-0.5963718926974675,0.4007490312965724,11,True,RGI60-11.00148,0.014,2597,2684,2628,25.7,142,168,10.2138,47.1553,-0.7880107536067219,0.6156614753256584
RGI60-11.00149,2000-01-01_2020-01-01,93000.0,-0.8253,0.4535,11,False,RGI60-11.00149,0.093,2641,2905,2773,31.4,40,470,12.1239,47.1166,0.766044443118978,0.6427876096865393
RGI60-11.00150,2000-01-01_2020-01-01,14000.0,-0.4377,0.5363,11,False,RGI60-11.00150,0.014,2907,2994,2943,35.6,241,135,12.6422,47.1023,-0.48480962024633684,-0.8746197071393959
RGI60-11.00151,2000-01-01_2020-01-01,77000.0,-1.1134,0.5639,11,False,RGI60-11.00151,0.077,2776,2909,2845,25.2,77,292,13.2471,47.0803,0.22495105434386492,0.9743700647852352
RGI60-11.00152,2000-01-01_2020-01-01,341000.0,-0.4584,0.2637,11,False,RGI60-11.00152,0.341,2601,3004,2788,29.4,23,772,12.1304,47.1139,0.9205048534524404,0.39073112848927377
RGI60-11.00153,2000-01-01_2020-01-01,59000.0,-0.2429,0.2796,11,False,RGI60-11.00153,0.059,2850,3029,2937,31.0,227,309,12.2556,47.1125,-0.6819983600624986,-0.7313537016191705
RGI60-11.00154,2000-01-01_2020-01-01,43000.0,-0.1491,0.2574,11,False,RGI60-11.00154,0.043,2768,2852,2805,16.7,233,246,12.8107,47.0958,-0.6018150231520483,-0.7986355100472928
RGI60-11.00155,2000-01-01_2020-01-01,246000.0,-0.7542,0.2808,11,False,RGI60-11.00155,0.246,2731,3132,2899,28.6,127,915,12.75,47.0945,-0.6018150231520484,0.7986355100472927
RGI60-11.00156,2000-01-01_2020-01-01,247000.0,-0.3889,0.2207,11,False,RGI60-11.00156,0.247,2708,3092,2850,27.7,220,701,12.6452,47.0982,-0.766044443118978,-0.6427876096865393
RGI60-11.00157,2000-01-01_2020-01-01,106000.0,-0.517,0.2904,11,False,RGI60-11.00157,0.106,2692,2818,2741,18.0,357,412,12.4412,47.106,0.9986295347545738,-0.05233595624294437
RGI60-11.00158,2000-01-01_2020-01-01,88000.0,-0.893,0.428,11,False,RGI60-11.00158,0.088,2614,2744,2684,23.6,3,292,12.4494,47.1059,0.9986295347545738,0.052335956242943835
RGI60-11.00159,2000-01-01_2020-01-01,1709000.0,-0.5812,0.1662,11,False,RGI60-11.00159,1.709,2719,3382,3060,24.2,227,1344,12.6559,47.0909,-0.6819983600624986,-0.7313537016191705
RGI60-11.00160,2000-01-01_2020-01-01,25000.0,-0.157,0.5059,11,False,RGI60-11.00160,0.025,2695,2838,2782,33.6,340,195,12.7912,47.0949,0.9396926207859084,-0.3420201433256686
RGI60-11.00161,2000-01-01_2020-01-01,3240000.0,-0.5751,0.147,11,False,RGI60-11.00161,3.24,2625,3621,3198,17.6,203,3026,12.3582,47.0953,-0.9205048534524404,-0.39073112848927355
RGI60-11.00162,2000-01-01_2020-01-01,266000.0,-1.0222,0.3269,11,False,RGI60-11.00162,0.266,2553,2749,2614,15.5,357,476,12.4293,47.1041,0.9986295347545738,-0.05233595624294437
RGI60-11.00163,2000-01-01_2020-01-01,13000.0,-0.5963718926974675,0.4007490312965724,11,True,RGI60-11.00163,0.013,2732,2792,2760,24.5,102,125,13.2492,47.0781,-0.20791169081775934,0.9781476007338057
RGI60-11.00164,2000-01-01_2020-01-01,1588000.0,-0.3864,0.1561,11,False,RGI60-11.00164,1.588,2762,3454,3078,27.9,227,1280,12.338,47.1022,-0.6819983600624986,-0.7313537016191705
RGI60-11.00165,2000-01-01_2020-01-01,88000.0,-0.4301,0.3272,11,False,RGI60-11.00165,0.088,2738,2850,2789,18.9,273,356,13.3935,47.0713,0.052335956242943946,-0.9986295347545738
RGI60-11.00166,2000-01-01_2020-01-01,177000.0,-0.3521,0.2202,11,False,RGI60-11.00166,0.177,2822,3023,2896,21.4,226,499,12.2599,47.1077,-0.6946583704589973,-0.7193398003386512
RGI60-11.00167,2000-01-01_2020-01-01,365000.0,-0.4887,0.2609,11,False,RGI60-11.00167,0.365,2518,2838,2713,25.5,331,882,13.2342,47.0748,0.8746197071393959,-0.4848096202463369
RGI60-11.00168,2000-01-01_2020-01-01,414000.0,-0.7608,0.2913,11,False,RGI60-11.00168,0.414,2470,3076,2688,24.4,0,1233,12.3064,47.1021,1.0,0.0
RGI60-11.00169,2000-01-01_2020-01-01,247000.0,-0.6382,0.3015,11,False,RGI60-11.00169,0.247,2630,2842,2720,20.5,359,479,12.9054,47.0854,0.9998476951563913,-0.01745240643728356
RGI60-11.00170,2000-01-01_2020-01-01,19000.0,-0.5963718926974675,0.4007490312965724,11,True,RGI60-11.00170,0.019,2505,2565,2530,27.5,2,103,13.2232,47.0753,0.9993908270190958,0.03489949670250097
RGI60-11.00171,2000-01-01_2020-01-01,148000.0,-0.3659,0.2642,11,False,RGI60-11.00171,0.148,2771,3012,2907,27.7,271,440,12.1253,47.1066,0.01745240643728313,-0.9998476951563913
RGI60-11.00172,2000-01-01_2020-01-01,513000.0,-0.7971,0.2932,11,False,RGI60-11.00172,0.513,2551,3127,2734,31.5,356,878,12.9325,47.082,0.9975640502598242,-0.06975647374412564
RGI60-11.00173,2000-01-01_2020-01-01,13000.0,-0.5963718926974675,0.4007490312965724,11,True,RGI60-11.00173,0.013,2573,2638,2614,27.0,343,177,13.2251,47.074,0.9563047559630353,-0.29237170472273716
RGI60-11.00174,2000-01-01_2020-01-01,93000.0,0.0613,0.2609,11,False,RGI60-11.00174,0.093,2870,3040,2960,26.4,99,365,12.1307,47.1078,-0.1564344650402308,0.9876883405951378
RGI60-11.00175,2000-01-01_2020-01-01,118000.0,-0.2351,0.3001,11,False,RGI60-11.00175,0.118,2751,2993,2883,28.5,15,462,12.9203,47.0832,0.9659258262890683,0.25881904510252074
RGI60-11.00176,2000-01-01_2020-01-01,31000.0,0.0409,0.343,11,False,RGI60-11.00176,0.031,2721,2862,2797,30.5,285,200,12.3124,47.1031,0.2588190451025203,-0.9659258262890684
RGI60-11.00177,2000-01-01_2020-01-01,22000.0,-0.5963718926974675,0.4007490312965724,11,True,RGI60-11.00177,0.022,2780,2870,2830,24.8,80,202,13.2796,47.071,0.17364817766693041,0.984807753012208
RGI60-11.00178,2000-01-01_2020-01-01,78000.0,-0.0488,0.2155,11,False,RGI60-11.00178,0.078,2575,2662,2607,14.1,302,320,12.7895,47.0875,0.5299192642332047,-0.8480480961564261
RGI60-11.00179,2000-01-01_2020-01-01,45000.0,-0.0642,0.3393,11,False,RGI60-11.00179,0.045,2722,2851,2793,25.0,17,237,12.8954,47.084,0.9563047559630354,0.29237170472273677
RGI60-11.00180,2000-01-01_2020-01-01,47000.0,-0.1139,0.324,11,False,RGI60-11.00180,0.047,2692,2842,2750,22.2,64,412,12.463,47.0979,0.43837114678907746,0.898794046299167
RGI60-11.00181,2000-01-01_2020-01-01,2280000.0,-0.4312,0.1796,11,False,RGI60-11.00181,2.28,2483,3159,2870,21.6,36,1818,13.2537,47.0615,0.8090169943749475,0.5877852522924731
RGI60-11.00182,2000-01-01_2020-01-01,2293000.0,-0.5515,0.1595,11,False,RGI60-11.00182,2.293,2561,3458,3157,18.2,243,2659,12.6661,47.0798,-0.4539904997395469,-0.8910065241883678
RGI60-11.00183,2000-01-01_2020-01-01,58000.0,-0.727,0.5185,11,False,RGI60-11.00183,0.058,2611,2713,2657,21.6,184,214,13.2273,47.0714,-0.9975640502598242,-0.06975647374412527
RGI60-11.00184,2000-01-01_2020-01-01,15000.0,0.1213,0.3704,11,False,RGI60-11.00184,0.015,2815,2875,2842,22.3,26,160,12.8915,47.083,0.898794046299167,0.4383711467890774
RGI60-11.00185,2000-01-01_2020-01-01,69000.0,-0.7697,0.4029,11,False,RGI60-11.00185,0.069,2710,2788,2745,15.9,127,336,12.319,47.1003,-0.6018150231520484,0.7986355100472927
RGI60-11.00186,2000-01-01_2020-01-01,310000.0,-0.7327,0.3011,11,False,RGI60-11.00186,0.31,2555,2806,2662,26.9,219,551,13.238,47.0683,-0.7771459614569708,-0.6293203910498376
RGI60-11.00187,2000-01-01_2020-01-01,12000.0,-0.5963718926974675,0.4007490312965724,11,True,RGI60-11.00187,0.012,2731,2805,2771,25.6,299,135,12.7925,47.0847,0.4848096202463373,-0.8746197071393956
RGI60-11.00188,2000-01-01_2020-01-01,463000.0,-0.4322,0.2003,11,False,RGI60-11.00188,0.463,2834,3218,3074,24.1,121,809,12.9426,47.0753,-0.5150380749100543,0.8571673007021123
RGI60-11.00189,2000-01-01_2020-01-01,1188000.0,-0.3375,0.1661,11,False,RGI60-11.00189,1.188,2688,3253,2939,27.8,79,987,12.3167,47.0898,0.19080899537654492,0.981627183447664
RGI60-11.00190,2000-01-01_2020-01-01,2939000.0,-0.6854,0.1576,11,False,RGI60-11.00190,2.939,2650,3409,3102,16.3,207,2760,12.3784,47.0851,-0.8910065241883679,-0.45399049973954664
RGI60-11.00191,2000-01-01_2020-01-01,83000.0,-0.4961,0.3248,11,False,RGI60-11.00191,0.083,2830,3044,2928,30.7,66,408,11.0637,47.1258,0.4067366430758002,0.9135454576426009
RGI60-11.00192,2000-01-01_2020-01-01,205000.0,-0.7222,0.2888,11,False,RGI60-11.00192,0.205,2779,3080,2919,26.0,78,639,12.4074,47.0926,0.20791169081775945,0.9781476007338056
RGI60-11.00193,2000-01-01_2020-01-01,1911000.0,-0.5656,0.163,11,False,RGI60-11.00193,1.911,2798,3527,3195,16.8,218,2555,12.6796,47.0724,-0.788010753606722,-0.6156614753256582
RGI60-11.00194,2000-01-01_2020-01-01,136000.0,-0.6618,0.2892,11,False,RGI60-11.00194,0.136,2889,3028,2958,18.9,146,293,12.5903,47.0851,-0.8290375725550416,0.5591929034707469
RGI60-11.00195,2000-01-01_2020-01-01,142000.0,-0.79,0.3257,11,False,RGI60-11.00195,0.142,2652,2818,2706,20.3,212,494,12.9266,47.0752,-0.8480480961564261,-0.5299192642332048
RGI60-11.00196,2000-01-01_2020-01-01,119000.0,-0.7037,0.3264,11,False,RGI60-11.00196,0.119,2791,3023,2897,22.9,24,506,11.0887,47.1225,0.9135454576426009,0.4067366430758002
RGI60-11.00197,2000-01-01_2020-01-01,1919000.0,-0.4679,0.1725,11,False,RGI60-11.00197,1.919,2444,3222,2843,26.7,297,1683,12.2683,47.0878,0.45399049973954664,-0.891006524188368
RGI60-11.00198,2000-01-01_2020-01-01,15000.0,-0.5963718926974675,0.4007490312965724,11,True,RGI60-11.00198,0.015,2558,2707,2597,39.1,11,158,11.9549,47.1042,0.981627183447664,0.1908089953765448
RGI60-11.00199,2000-01-01_2020-01-01,2161000.0,-0.8835,0.1812,11,False,RGI60-11.00199,2.161,2653,3248,2933,18.9,104,2419,12.4009,47.0822,-0.24192189559966779,0.9702957262759965
RGI60-11.00200,2000-01-01_2020-01-01,1080000.0,-0.2757,0.1595,11,False,RGI60-11.00200,1.08,2764,3250,3021,25.6,237,1010,12.3025,47.0883,-0.544639035015027,-0.8386705679454242
RGI60-11.00201,2000-01-01_2020-01-01,23000.0,0.0998,0.7176,11,False,RGI60-11.00201,0.023,2711,2893,2817,42.2,347,182,11.9509,47.1029,0.9743700647852351,-0.22495105434386534
RGI60-11.00202,2000-01-01_2020-01-01,228000.0,-0.5092,0.251,11,False,RGI60-11.00202,0.228,2687,3129,2959,25.5,136,972,12.2897,47.0909,-0.7193398003386513,0.6946583704589971
RGI60-11.00203,2000-01-01_2020-01-01,31000.0,-0.5254,0.5143,11,False,RGI60-11.00203,0.031,2827,2944,2888,27.8,82,261,11.0644,47.1219,0.13917310096006547,0.9902680687415704
RGI60-11.00204,2000-01-01_2020-01-01,518000.0,-0.872,0.2285,11,False,RGI60-11.00204,0.518,2634,3081,2804,20.0,23,1293,11.0732,47.1167,0.9205048534524404,0.39073112848927377
RGI60-11.00205,2000-01-01_2020-01-01,80000.0,-0.4008,0.329,11,False,RGI60-11.00205,0.08,2557,2762,2666,24.8,18,452,12.1881,47.0934,0.9510565162951535,0.3090169943749474
RGI60-11.00206,2000-01-01_2020-01-01,18000.0,-0.5963718926974675,0.4007490312965724,11,True,RGI60-11.00206,0.018,2896,2985,2945,23.8,34,177,11.0634,47.1205,0.8290375725550417,0.5591929034707469
RGI60-11.00207,2000-01-01_2020-01-01,62000.0,-0.5023,0.4463,11,False,RGI60-11.00207,0.062,3098,3236,3173,31.8,308,177,12.281,47.0897,0.6156614753256585,-0.7880107536067218
RGI60-11.00208,2000-01-01_2020-01-01,25000.0,-0.692,0.8647,11,False,RGI60-11.00208,0.025,2910,3032,2978,33.3,211,226,12.9367,47.0711,-0.8571673007021123,-0.5150380749100542
RGI60-11.00209,2000-01-01_2020-01-01,42000.0,-0.763,0.4818,11,False,RGI60-11.00209,0.042,2894,2946,2928,12.2,99,269,11.7343,47.1053,-0.1564344650402308,0.9876883405951378
RGI60-11.00210,2000-01-01_2020-01-01,250000.0,-0.0629,0.2141,11,False,RGI60-11.00210,0.25,2824,3213,3099,32.6,120,435,12.2834,47.0875,-0.4999999999999998,0.8660254037844387
RGI60-11.00211,2000-01-01_2020-01-01,36000.0,-0.7667,0.5532,11,False,RGI60-11.00211,0.036,2638,2728,2670,21.4,68,202,12.4759,47.0842,0.37460659341591196,0.9271838545667874
RGI60-11.00212,2000-01-01_2020-01-01,59000.0,-0.562,0.3969,11,False,RGI60-11.00212,0.059,2719,2885,2801,21.1,106,472,12.5881,47.0793,-0.27563735581699905,0.9612616959383189
RGI60-11.00213,2000-01-01_2020-01-01,910000.0,-0.5551,0.2176,11,False,RGI60-11.00213,0.91,2638,3628,3185,29.2,73,1504,12.7082,47.0716,0.29237170472273677,0.9563047559630354
RGI60-11.00214,2000-01-01_2020-01-01,79000.0,-0.35,0.3488,11,False,RGI60-11.00214,0.079,2748,2897,2832,26.2,109,261,12.9433,47.0669,-0.32556815445715664,0.9455185755993168
RGI60-11.00215,2000-01-01_2020-01-01,22000.0,0.5626,0.6508,11,False,RGI60-11.00215,0.022,2825,2924,2908,23.8,73,246,11.9565,47.0972,0.29237170472273677,0.9563047559630354
RGI60-11.00216,2000-01-01_2020-01-01,12000.0,-0.5963718926974675,0.4007490312965724,11,True,RGI60-11.00216,0.012,2758,2886,2819,46.6,45,125,12.0791,47.0936,0.7071067811865476,0.7071067811865476
RGI60-11.00217,2000-01-01_2020-01-01,40000.0,-0.4801,0.3533,11,False,RGI60-11.00217,0.04,2917,3003,2957,19.8,251,214,12.5822,47.0777,-0.32556815445715664,-0.9455185755993168
RGI60-11.00218,2000-01-01_2020-01-01,239000.0,-0.0675,0.2395,11,False,RGI60-11.00218,0.239,2749,2990,2904,24.2,53,466,11.9592,47.0925,0.6018150231520484,0.7986355100472928
RGI60-11.00219,2000-01-01_2020-01-01,18000.0,-0.5963718926974675,0.4007490312965724,11,True,RGI60-11.00219,0.018,2647,2728,2695,32.0,60,127,12.2004,47.0884,0.5000000000000001,0.8660254037844386
RGI60-11.00220,2000-01-01_2020-01-01,1262000.0,-0.3066,0.1594,11,False,RGI60-11.00220,1.262,2672,3335,3058,24.6,114,1313,12.2764,47.0775,-0.40673664307580026,0.9135454576426009
RGI60-11.00221,2000-01-01_2020-01-01,406000.0,-0.4969,0.2163,11,False,RGI60-11.00221,0.406,2664,3156,2935,26.6,0,889,11.0277,47.1102,1.0,0.0
RGI60-11.00222,2000-01-01_2020-01-01,30000.0,-0.3893,0.4541,11,False,RGI60-11.00222,0.03,2704,2770,2747,23.1,52,177,12.1312,47.089,0.6156614753256583,0.788010753606722
RGI60-11.00223,2000-01-01_2020-01-01,892000.0,-0.8456,0.2106,11,False,RGI60-11.00223,0.892,2869,3584,3051,18.4,188,1803,12.6932,47.0652,-0.9902680687415703,-0.13917310096006552
RGI60-11.00224,2000-01-01_2020-01-01,115000.0,-0.752,0.4596,11,False,RGI60-11.00224,0.115,2663,2955,2807,39.8,75,375,12.0849,47.0879,0.25881904510252074,0.9659258262890683
RGI60-11.00225,2000-01-01_2020-01-01,73000.0,-0.9221,0.4323,11,False,RGI60-11.00225,0.073,3012,3135,3098,21.2,113,280,11.0642,47.1123,-0.3907311284892738,0.9205048534524403
RGI60-11.00226,2000-01-01_2020-01-01,112000.0,-1.047,0.5066,11,False,RGI60-11.00226,0.112,2272,2583,2388,30.4,59,571,12.9516,47.0615,0.5150380749100542,0.8571673007021123
RGI60-11.00227,2000-01-01_2020-01-01,535000.0,-0.6917,0.2174,11,False,RGI60-11.00227,0.535,2850,3221,3011,22.9,240,918,12.3115,47.0779,-0.5000000000000004,-0.8660254037844385
RGI60-11.00228,2000-01-01_2020-01-01,17000.0,-0.5963718926974675,0.4007490312965724,11,True,RGI60-11.00228,0.017,2774,2854,2820,31.1,40,125,12.9433,47.0627,0.766044443118978,0.6427876096865393
RGI60-11.00229,2000-01-01_2020-01-01,176000.0,-0.9058,0.3712,11,False,RGI60-11.00229,0.176,2558,2932,2834,25.7,355,720,10.3663,47.1189,0.9961946980917455,-0.08715574274765832
RGI60-11.00230,2000-01-01_2020-01-01,78000.0,-0.7288,0.3788,11,False,RGI60-11.00230,0.078,2817,3048,2926,31.6,70,472,11.0363,47.1109,0.3420201433256688,0.9396926207859083
RGI60-11.00231,2000-01-01_2020-01-01,180000.0,-0.5191,0.2359,11,False,RGI60-11.00231,0.18,2798,3024,2928,22.2,269,532,12.5819,47.0726,-0.017452406437283498,-0.9998476951563913
RGI60-11.00232,2000-01-01_2020-01-01,18000.0,-0.6272,0.7066,11,False,RGI60-11.00232,0.018,3056,3162,3112,37.5,119,125,13.2504,47.051,-0.484809620246337,0.8746197071393959
RGI60-11.00233,2000-01-01_2020-01-01,2114000.0,-0.3725,0.162,11,False,RGI60-11.00233,2.114,2292,3380,2751,30.6,342,1605,12.2486,47.0778,0.9510565162951535,-0.3090169943749477
RGI60-11.00234,2000-01-01_2020-01-01,17000.0,-0.5963718926974675,0.4007490312965724,11,True,RGI60-11.00234,0.017,3011,3161,3083,37.6,92,202,12.3188,47.081,-0.034899496702500955,0.9993908270190958
RGI60-11.00235,2000-01-01_2020-01-01,75000.0,-0.798,0.442,11,False,RGI60-11.00235,0.075,2681,2908,2805,30.5,334,382,11.0558,47.1092,0.8987940462991668,-0.4383711467890778
RGI60-11.00236,2000-01-01_2020-01-01,22000.0,-0.4708,0.6031,11,False,RGI60-11.00236,0.022,2782,2944,2865,30.7,86,255,12.324,47.0807,0.06975647374412523,0.9975640502598242
RGI60-11.00237,2000-01-01_2020-01-01,203000.0,-0.6513,0.2512,11,False,RGI60-11.00237,0.203,2694,2860,2779,21.1,5,567,11.0453,47.1078,0.9961946980917455,0.08715574274765817
RGI60-11.00238,2000-01-01_2020-01-01,28000.0,-0.418,0.4945,11,False,RGI60-11.00238,0.028,3019,3174,3111,31.5,56,250,12.7186,47.0669,0.5591929034707468,0.8290375725550417
RGI60-11.00239,2000-01-01_2020-01-01,280000.0,-0.5268,0.2574,11,False,RGI60-11.00239,0.28,2688,3061,2873,25.5,75,851,10.3766,47.1171,0.25881904510252074,0.9659258262890683
RGI60-11.00240,2000-01-01_2020-01-01,21000.0,-0.3718,0.7068,11,False,RGI60-11.00240,0.021,2471,2585,2529,39.7,11,127,12.9555,47.0586,0.981627183447664,0.1908089953765448
RGI60-11.00241,2000-01-01_2020-01-01,14000.0,-0.5963718926974675,0.4007490312965724,11,True,RGI60-11.00241,0.014,3091,3189,3132,37.9,209,112,12.7059,47.0668,-0.8746197071393959,-0.48480962024633695
RGI60-11.00242,2000-01-01_2020-01-01,91000.0,-0.6692,0.4661,11,False,RGI60-11.00242,0.091,2857,3018,2955,22.5,56,358,13.329,47.0418,0.5591929034707468,0.8290375725550417
RGI60-11.00243,2000-01-01_2020-01-01,29000.0,-1.2956,0.9552,11,False,RGI60-11.00243,0.029,2858,2991,2916,27.3,109,251,12.727,47.0655,-0.32556815445715664,0.9455185755993168
RGI60-11.00244,2000-01-01_2020-01-01,290000.0,-0.5676,0.2064,11,False,RGI60-11.00244,0.29,3034,3233,3117,16.5,193,677,12.3923,47.0732,-0.9743700647852352,-0.22495105434386498
RGI60-11.00245,2000-01-01_2020-01-01,642000.0,-1.015,0.2391,11,False,RGI60-11.00245,0.642,2841,3235,3046,17.4,278,1351,11.0176,47.1047,0.13917310096006547,-0.9902680687415704
RGI60-11.00246,2000-01-01_2020-01-01,503000.0,-0.8566,0.2422,11,False,RGI60-11.00246,0.503,2791,3121,2955,16.5,138,966,12.5872,47.0643,-0.7431448254773941,0.6691306063588583
RGI60-11.00247,2000-01-01_2020-01-01,148000.0,-0.8134,0.3197,11,False,RGI60-11.00247,0.148,2911,3103,2995,25.5,131,372,12.7008,47.0636,-0.6560590289905072,0.7547095802227721
RGI60-11.00248,2000-01-01_2020-01-01,317000.0,-0.7442,0.3193,11,False,RGI60-11.00248,0.317,2588,3040,2753,29.2,42,848,12.0932,47.0814,0.7431448254773942,0.6691306063588582
RGI60-11.00249,2000-01-01_2020-01-01,39000.0,0.1701,0.7109,11,False,RGI60-11.00249,0.039,2601,2827,2703,42.6,25,226,12.9604,47.0563,0.9063077870366499,0.42261826174069944
RGI60-11.00250,2000-01-01_2020-01-01,106000.0,-1.0591,0.4688,11,False,RGI60-11.00250,0.106,2951,3127,3032,22.7,132,582,12.6863,47.063,-0.6691306063588582,0.7431448254773942
RGI60-11.00251,2000-01-01_2020-01-01,796000.0,-0.8563,0.2247,11,False,RGI60-11.00251,0.796,2704,3032,2846,14.5,251,1346,12.9472,47.053,-0.32556815445715664,-0.9455185755993168
RGI60-11.00252,2000-01-01_2020-01-01,121000.0,-0.8092,0.3541,11,False,RGI60-11.00252,0.121,2889,3102,2994,24.1,196,491,12.716,47.063,-0.9612616959383189,-0.275637355816999
RGI60-11.00253,2000-01-01_2020-01-01,13000.0,-0.5963718926974675,0.4007490312965724,11,True,RGI60-11.00253,0.013,2927,2966,2951,14.4,228,160,12.0849,47.0831,-0.6691306063588581,-0.7431448254773944
RGI60-11.00254,2000-01-01_2020-01-01,280000.0,-0.733,0.2448,11,False,RGI60-11.00254,0.28,2912,3236,3028,19.9,86,909,11.0289,47.1039,0.06975647374412523,0.9975640502598242
RGI60-11.00255,2000-01-01_2020-01-01,11000.0,-0.5963718926974675,0.4007490312965724,11,True,RGI60-11.00255,0.011,2893,2955,2931,43.5,64,112,11.9608,47.0857,0.43837114678907746,0.898794046299167
RGI60-11.00256,2000-01-01_2020-01-01,74000.0,-0.695,0.5455,11,False,RGI60-11.00256,0.074,2647,2904,2759,35.9,43,375,12.0301,47.0832,0.7313537016191705,0.6819983600624985
RGI60-11.00257,2000-01-01_2020-01-01,471000.0,-0.3523,0.2191,11,False,RGI60-11.00257,0.471,2761,3152,3002,21.0,48,885,11.7086,47.0874,0.6691306063588582,0.7431448254773942
